track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,youtube_likes,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,release_year
Moto,Moto - Single,Diler Kharkiya,2020-01-06,INR731900731,778,54.9,239850720.0,67.0,706716815.0,3418527.0,12735768.5,7832.0,3224599.0,854584.0,0,2020
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,2021-04-16,USUM72104664,779,54.9,817933263.0,70.0,658407296.0,4541248.0,41931285.0,7638.0,3224599.0,2894166.0,0,2021
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,2022-10-20,QZNMX2257577,777,54.9,193109326.0,8.0,64413388.0,1143541.0,7692981.0,6306.0,23495613.0,2304354.0,1,2022
GOOBA,GOOBA,6ix9ine,2020-05-08,QZA742002191,780,54.8,472027271.0,2.0,1012949756.0,14257151.0,11693239.0,76976.0,3224599.0,2224515.0,1,2020
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12305004,781,54.8,997536616.0,1.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401989,790,54.7,66101468.0,84.0,4252419.0,117031.0,184455.0,248.0,685021.0,52008.0,0,2024
6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (UK),2024-05-17,GBARL2400669,785,54.7,4505404.0,64.0,148269610.0,1257935.0,12735768.5,7832.0,3150291.0,24801.0,1,2024
Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,3909648.0,55256200.0,10657.0,2916780.0,2231820.0,0,2022
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]","Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,2024-05-01,INS182401375,783,54.7,1852457.0,67.0,57254911.0,1254450.0,12735768.5,7832.0,3224599.0,4169.0,0,2024
On Me,On Me,Lil Baby,2020-12-04,USUG12004399,788,54.7,368017246.0,67.0,227182263.0,1554044.0,141610948.0,45141.0,53891709.0,1728476.0,1,2020
Party,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214885,789,54.7,725076772.0,72.0,296661885.0,2150658.0,64496554.0,17065.0,3224599.0,1467014.0,0,2022
Make You Mine,Make You Mine,Madison Beer,2024-02-09,USSM12400758,786,54.7,127909006.0,67.0,26653465.0,788713.0,4474757.0,1113.0,3224599.0,1031888.0,0,2024
Freaks,Freaks,Surf Curse,2021-05-15,USAT22102269,791,54.6,1089328286.0,77.0,256738121.0,4601685.0,15296063.0,15812.0,3224599.0,4341439.0,0,2021
In Da Getto,In Da Getto,J Balvin,2021-07-02,QZM5U2100095,792,54.6,484375103.0,61.0,218975838.0,3159820.0,43024314.0,14600.0,3224599.0,7336982.0,0,2021
Chale,Chale - Single,Eden Muï¿½ï,2022-02-18,MXB952200017,794,54.5,414104069.0,67.0,665626745.0,2889082.0,40508092.0,7944.0,2525726.0,854584.0,0,2022
Try That In A Small Town,Try That In A Small Town,Jason Aldean,2023-05-19,QMRSZ2300454,793,54.5,66418201.0,37.0,59550101.0,1432480.0,106455054.0,62007.0,1370492.0,264899.0,1,2023
Tarot,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214881,796,54.3,742515730.0,73.0,275203830.0,1499544.0,36599355.0,3147.0,3224599.0,959597.0,1,2022
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,2023-03-23,SGB502340678,795,54.3,24963236.0,48.0,96957064.0,1319260.0,12735768.5,7832.0,3224599.0,228158.0,1,2023
TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncï¿,2024-02-09,USSM12401303,798,54.3,425058273.0,67.0,46791219.0,643498.0,13815433.0,36200.0,3224599.0,854584.0,0,2024
Petit gï¿½ï¿,Petit gï¿½ï¿,Jungeli,2023-08-04,QMBZ92393247,797,54.3,159181956.0,74.0,159092284.0,820029.0,12735768.5,7832.0,3224599.0,3454084.0,1,2023
Bura Na Mano Holi Hai,Bura Na Mano Holi Hai,Shaan,2023-02-04,ING642301070,801,54.2,125047.0,14.0,659724253.0,4199987.0,12735768.5,7832.0,3224599.0,262.0,0,2023
ýýý,Show - Single,Ado,2023-09-06,JPPO02302806,800,54.2,114381380.0,67.0,230252306.0,1606934.0,12735768.5,7832.0,3224599.0,270400.0,0,2023
Breaking the Habit,Papercuts,Linkin Park,2024-04-12,USWB12401898,802,54.2,428629823.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,1649113.0,0,2024
Work,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600116,799,54.2,1399521364.0,73.0,1662063771.0,10770107.0,603707599.0,736551.0,3224599.0,8814930.0,1,2016
Normal,Normal,Feid,2022-07-08,USUM72211935,804,54.1,724772954.0,76.0,395704504.0,1556356.0,9638456.0,2516.0,3224599.0,956990.0,1,2022
LALALALA,ROCK-STAR,Stray Kids,2023-11-10,US5TA2300151,803,54.1,154592041.0,67.0,161998287.0,2825345.0,1737006.0,2335.0,952946.0,279165.0,0,2023
Sum 2 Prove,Sum 2 Prove,Lil Baby,2020-01-10,USUG11902886,807,54.0,444934033.0,66.0,411628542.0,2868681.0,124269386.0,38557.0,68048035.0,1925871.0,1,2020
Lottery (Renegade),Lottery,K CAMP,2019-04-01,USUYG1247701,808,54.0,173526912.0,46.0,102774513.0,1300907.0,41431663.0,171614.0,3224599.0,1592457.0,1,2019
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,2017-08-11,USWB11701181,805,54.0,1382191196.0,66.0,1318325154.0,6888667.0,611963837.0,298341.0,3224599.0,854584.0,0,2017
Good Days,Good Days,SZA,2020-12-25,USRC12004189,806,54.0,1105805922.0,77.0,295872840.0,2947859.0,71061814.0,56012.0,8937770.0,2548829.0,1,2020
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,2021-04-28,USUG12102313,810,53.9,844630935.0,74.0,269892715.0,2020373.0,139703215.0,15853.0,3224599.0,7138195.0,0,2021
Merayu Tuhan,Merayu Tuhan,Tri Suaka,2023-08-15,QZYFZ2347514,813,53.8,8517888.0,43.0,71408616.0,296903.0,12735768.5,7832.0,3224599.0,20886.0,0,2023
If We Being Rï¿½ï,2093,Yeat,2024-02-16,USUM72401643,812,53.8,92517121.0,80.0,4695846.0,79415.0,167577.0,1061.0,5704007.0,1371705.0,1,2024
Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,USSM11914456,815,53.7,634493511.0,66.0,325005278.0,4709406.0,34039218.0,29304.0,3224599.0,8659169.0,0,2018
Felices los 4,Felices los 4,Maluma,2017-04-21,USSD11700134,814,53.7,932817713.0,68.0,2349558424.0,9318868.0,251569141.0,201061.0,3224599.0,5644479.0,0,2017
Mariposita,Mariposita,La Vaca Lola,2021-03-04,QZDA62161038,820,53.6,239850720.0,67.0,1562650492.0,3425982.0,12735768.5,7832.0,3224599.0,854584.0,0,2021
Relaciï¿½,Relaciï¿½,Sech,2020-04-02,QM9WM2000013,821,53.6,468900803.0,60.0,1137550621.0,7566148.0,117125054.0,20214.0,3224599.0,1507000.0,0,2020
ELOVRGA,Elovrga - Single,Alex Favela,2023-08-18,QZNFJ2303104,819,53.6,333899135.0,75.0,180084509.0,900128.0,1736093.0,1447.0,168994.0,967858.0,1,2023
Party Girl,Party Girl,StaySolidRocky,2020-04-21,USSM12002247,816,53.6,730440576.0,67.0,199161217.0,2037639.0,8510801.0,72500.0,3224599.0,1963555.0,0,2020
Get In With Me,Get In With Me - Single,Bossman Dlow,2024-01-19,USQX92400087,818,53.6,39401314.0,67.0,45484183.0,363079.0,10802316.0,10738.0,3224599.0,607813.0,1,2024
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,2020-07-09,USUM72013642,822,53.5,391856304.0,58.0,1040938222.0,8443453.0,9507064.0,15164.0,510422.0,1570803.0,0,2020
Human,Human,Rag'n'Bone Man,2016-07-21,GBARL1600665,824,53.4,1013083048.0,74.0,1900272147.0,12302869.0,163719567.0,94640.0,3224599.0,19092054.0,0,2016
We Still Don't Trust You,WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403111,823,53.4,64193671.0,67.0,10688644.0,234397.0,695510.0,733.0,992266.0,349821.0,1,2024
snowfall,Snowfall - Single,ýýneheart,2022-01-14,QM3DF2191341,828,53.3,652949750.0,79.0,46232838.0,980365.0,764755.0,1548.0,3224599.0,1852974.0,0,2022
First Love,First Love - Single,Oscar Maydon,2023-12-07,QZJJE2390614,825,53.3,230291754.0,78.0,113183874.0,658962.0,15400444.0,5339.0,3224599.0,1277194.0,0,2023
La_Original.mp3,La_Original.mp3,Emilia,2023-11-02,USSD12300584,829,53.3,184441175.0,73.0,109532952.0,635058.0,39845.0,57.0,3224599.0,400818.0,0,2023
OA,OA,Anuel AA,2023-10-13,QZ7B82300076,827,53.3,178950943.0,80.0,113884335.0,541097.0,1197289.0,312.0,1211226.0,595427.0,1,2023
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,2022-11-11,BCO3K2200121,830,53.3,54513960.0,52.0,183119.0,2667.0,12735768.5,7832.0,3224599.0,448872.0,0,2022
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,2020-08-28,KRA402000131,826,53.3,574505748.0,58.0,1037344011.0,21343581.0,17035475.0,44722.0,3224599.0,1430212.0,0,2020
Deja Vu,minisode 3: TOMORROW,TOMORROW X TOGETHER,2024-04-01,USA2P2408081,832,53.2,75894056.0,84.0,70842688.0,1388774.0,348004.0,177.0,3224599.0,113020.0,0,2024
one of wun,One of Wun,Gunna,2024-05-10,USAT22403437,831,53.2,58469975.0,82.0,4436805.0,59189.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,2023-12-01,GBARL2301712,838,53.1,200151839.0,82.0,11597448.0,140956.0,1710983.0,370.0,3224599.0,1371435.0,0,2023
Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2023-02-05,USAT22301358,837,53.1,377174503.0,71.0,148269610.0,1257935.0,196473.0,1346.0,12340277.0,854584.0,1,2023
MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-24,QMJMT1902056,836,53.1,1285518117.0,74.0,606135388.0,5429579.0,377326561.0,178350.0,3224599.0,3638588.0,1,2019
TO THE MOON,TO THE MOON,JNR CHOI,2021-11-05,QZNWW2131527,834,53.1,274647899.0,60.0,64640927.0,776716.0,139439113.0,21327.0,3308660.0,3786029.0,1,2021
Fancy Like,Country Stuff,Walker Hayes,2021-06-04,USQX92101534,835,53.1,328697441.0,66.0,174775864.0,1192058.0,242860151.0,274465.0,3224599.0,2520013.0,0,2021
The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,QZTGW2100275,833,53.1,806918358.0,79.0,105278538.0,1053733.0,893116.0,8036.0,16338259.0,2322363.0,0,2021
S91,S91,KAROL G,2023-07-14,USUG12305255,840,53.0,240161044.0,64.0,164645464.0,1308408.0,19801440.0,3668.0,3224599.0,614971.0,0,2023
LALISA,LALISA,LISA,2021-09-10,KRA402100098,839,53.0,502655066.0,73.0,900358198.0,23155453.0,2844171.0,4038.0,3224599.0,1084041.0,0,2021
Levitating,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT1901299,841,52.9,946842175.0,73.0,39855160.0,660222.0,85497325.0,33210.0,3224599.0,3946971.0,0,2020
RUBICON,Gï¿½ï¿½N,Peso Pluma,2023-06-22,QM7282306229,844,52.9,246224964.0,73.0,147798315.0,492303.0,22544059.0,10243.0,3883201.0,585523.0,1,2023
Gimme Love,Gimme Love,Sia,2023-09-13,USAT22307798,843,52.9,105947434.0,6.0,27707323.0,325476.0,1319886.0,112.0,3224599.0,1684376.0,0,2023
Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Mc IG,2024-03-07,BRWMB2400220,842,52.9,71944011.0,67.0,89527069.0,935574.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2024-01-19,INS182400204,848,52.8,114992281.0,75.0,144797885.0,1123962.0,12735768.5,7832.0,3224599.0,286797.0,0,2024
Arjan Vailly,"Arjan Vailly (From ""ANIMAL"")",Manan Bhardwaj,2023-11-18,INS182303269,849,52.8,123276250.0,67.0,208302578.0,1903455.0,12735768.5,7832.0,3224599.0,146801.0,0,2023
Supalonely,STELLA & STEVE,BENEE,2019-11-15,USUM71922597,845,52.8,738407486.0,62.0,363250356.0,4622840.0,61533676.0,36942.0,3224599.0,6834164.0,1,2019
Spin Bout U,Her Loss,Drake,2022-11-04,USUG12208603,856,52.6,356685934.0,71.0,56086730.0,430375.0,48943722.0,16367.0,13209166.0,1574072.0,1,2022
From The Start,From The Start - Single,Laufey,2023-05-11,QM6N22309399,855,52.6,368256958.0,73.0,69276606.0,1394619.0,855743.0,7084.0,5861183.0,1011059.0,0,2023
ZOOM,ZOOM,Jessi,2022-04-13,KRA382204517,850,52.6,166161044.0,61.0,303569838.0,5827005.0,12735768.5,7832.0,3224599.0,778299.0,0,2022
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,2023-03-30,QZDQH2362804,852,52.6,213405904.0,70.0,401470868.0,961314.0,7260620.0,8781.0,3224599.0,655854.0,0,2023
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,2011-01-01,USUM71108090,853,52.6,436722440.0,62.0,1193724016.0,7130332.0,840489680.0,3395379.0,2154867.0,6761782.0,0,2011
WHATS POPPIN,WHATS POPPIN,Jack Harlow,2020-01-21,USAT22000162,854,52.6,819779577.0,70.0,709454117.0,7190778.0,131616894.0,84304.0,3224599.0,3222518.0,1,2020
POR EL CONTRARIO,ESQUINAS,Becky G,2023-09-28,USRC12302408,857,52.5,131938548.0,75.0,118669957.0,649548.0,13424036.0,7230.0,3224599.0,684079.0,0,2023
Rara Vez,Rara Vez,Taiu,2023-02-08,ARUM72300004,860,52.4,544165928.0,77.0,200445038.0,1806923.0,26771.0,204.0,3224599.0,943365.0,0,2023
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,2022-04-29,QZEKE2084402,858,52.4,269491606.0,66.0,746615342.0,15669340.0,2505495.0,1683.0,3224599.0,797357.0,0,2022
Espresso,Espresso,Sabrina Carpenter,2024-04-11,USUM72404979,861,52.4,536986458.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,22436.0,854584.0,0,2024
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401037,862,52.3,166168092.0,78.0,16423009.0,244859.0,2890486.0,4515.0,3224599.0,116673.0,0,2024
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,2022-10-07,ITB002200745,865,52.2,330593989.0,67.0,175561257.0,2216240.0,6555059.0,1735.0,3224599.0,4266103.0,0,2022
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,USUM72400409,864,52.2,89513100.0,75.0,38613955.0,433335.0,20163317.0,8711.0,3187345.0,446156.0,1,2024
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,2018-04-20,MX1721600892,863,52.2,478494818.0,67.0,2148970473.0,6055824.0,239441848.0,95937.0,3224599.0,3116053.0,0,2018
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,2023-09-08,USQX92304814,868,52.1,4306793.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,34328895.0,38034.0,1,2023
Copines,Copines,Aya Nakamura,2018-08-24,FRZ041800793,867,52.1,381322519.0,67.0,793025740.0,7300331.0,549774.0,2745.0,3224599.0,5305717.0,0,2018
Thank God,Different Man,Kane Brown,2022-09-09,USRN12200041,866,52.1,157341967.0,67.0,98239826.0,752054.0,137496334.0,43041.0,3224599.0,1100920.0,0,2022
